Frequency,Power
0.0,500000.00000000006
0.001002004008016,32972.84603338855
0.002004008016032,21250.6564500349
0.003006012024048,15420.17841866336
0.0040080160320641,12304.866935534992
0.0050100200400801,10588.88642522071
0.0060120240480961,8070.278403520294
0.0070140280561122,6534.631189559488
0.0080160320641282,4695.675918484872
0.0090180360721442,4753.548703505264
0.0100200400801603,5126.732472864213
0.0110220440881763,3714.185586642583
0.0120240480961923,4302.251186606618
0.0130260521042084,4413.287815599081
0.0140280561122244,3196.424534287388
0.0150300601202404,5697.388536201327
0.0160320641282565,6222.172718323228
0.0170340681362725,5636.675102333289
0.0180360721442885,8285.096156541103
0.0190380761523046,5750.022569802128
0.0200400801603206,8015.993408153646
0.0210420841683366,7883.552548625895
0.0220440881763527,10376.619658697608
0.0230460921843687,9007.124121497263
0.0240480961923847,6637.960894597384
0.0250501002004008,12779.691128035773
0.0260521042084168,14098.08348416139
0.0270541082164328,7299.167950610904
0.0280561122244488,14560.58424266372
0.0290581162324649,7995.0543529513425
0.0300601202404809,10498.526601376589
0.0310621242484969,9883.300939096664
0.032064128256513,15874.85348080196
0.033066132264529,15432.6299504777
0.034068136272545,13093.024134555832
0.0350701402805611,14879.408730465451
0.0360721442885771,14754.2210993272
0.0370741482965931,18870.092875671427
0.0380761523046092,10690.740419567432
0.0390781563126252,12281.136305708562
0.0400801603206412,16069.658241192015
0.0410821643286573,21826.08941319029
0.0420841683366733,19650.83207141431
0.0430861723446893,18535.102945936247
0.0440881763527054,18457.98368602089
0.0450901803607214,18928.66663638409
0.0460921843687374,14731.265144897596
0.0470941883767535,17749.02599555472
0.0480961923847695,16290.962294164645
0.0490981963927855,20853.29117782051
0.0501002004008016,13606.618295376353
0.0511022044088176,25078.039798805818
0.0521042084168336,15488.39381599728
0.0531062124248497,18379.152893372284
0.0541082164328657,19196.01976799518
0.0551102204408817,26017.31603892639
0.0561122244488977,13710.180624440276
0.0571142284569138,22575.14142404807
0.0581162324649298,16158.247620532808
0.0591182364729458,18606.9922634475
0.0601202404809619,19943.49757282525
0.0611222444889779,12226.089431222925
0.0621242484969939,18237.036045625
0.06312625250501,25417.070336705507
0.064128256513026,15929.734302240116
0.065130260521042,21519.513510219043
0.0661322645290581,22349.304180997577
0.0671342685370741,16964.950229062357
0.0681362725450901,8204.41344037912
0.0691382765531062,20768.418610979832
0.0701402805611222,30653.60676729654
0.0711422845691382,15542.123395277044
0.0721442885771543,17683.06080162009
0.0731462925851703,19387.44923531732
0.0741482965931863,23655.0187578207
0.0751503006012024,24422.308866373394
0.0761523046092184,24532.924676675542
0.0771543086172344,25777.79418982208
0.0781563126252505,15434.542672244304
0.0791583166332665,14331.48616763359
0.0801603206412825,25682.50916243625
0.0811623246492986,11768.534976773337
0.0821643286573146,17613.631232760537
0.0831663326653306,20250.64716213301
0.0841683366733466,10902.479569425042
0.0851703406813627,23333.214860990167
0.0861723446893787,10644.377416658815
0.0871743486973947,18998.016467191024
0.0881763527054108,17586.81372967588
0.0891783567134268,12951.774107937254
0.0901803607214428,15897.515345967951
0.0911823647294589,20177.81034440791
0.0921843687374749,23604.264242308796
0.0931863727454909,15601.797356001256
0.094188376753507,19047.136750902653
0.095190380761523,6088.286338453098
0.096192384769539,16209.971264946184
0.0971943887775551,1219.7555159198232
0.0981963927855711,23001.87188259212
0.0991983967935871,22125.60558230524
0.1002004008016032,24622.148451208228
0.1012024048096192,27588.28874408969
0.1022044088176352,5369.177575846434
0.1032064128256513,26122.70888044899
0.1042084168336673,16529.55823680632
0.1052104208416833,15241.123533183514
0.1062124248496994,13063.453510696574
0.1072144288577154,16592.948465687674
0.1082164328657314,8630.983240527123
0.1092184368737474,16141.8558183207
0.1102204408817635,18644.51378559451
0.1112224448897795,13601.815752855007
0.1122244488977955,10490.805721303566
0.1132264529058116,23937.496787585485
0.1142284569138276,13588.070923679954
0.1152304609218436,12069.130123356015
0.1162324649298597,9434.345208421242
0.1172344689378757,6350.278778558763
0.1182364729458917,20378.80339217689
0.1192384769539078,24446.072018866347
0.1202404809619238,11876.555417126989
0.1212424849699398,1965.580257692964
0.1222444889779559,27095.4613813544
0.1232464929859719,13341.874440903386
0.1242484969939879,9945.77583521753
0.125250501002004,14221.163456997883
0.12625250501002,11480.242058737074
0.127254509018036,12028.634004137964
0.1282565130260521,14956.686332272546
0.1292585170340681,15991.627155687029
0.1302605210420841,8169.185854356377
0.1312625250501002,11309.510670137415
0.1322645290581162,34811.88886575597
0.1332665330661322,17485.689272967797
0.1342685370741483,9364.992537461454
0.1352705410821643,17248.70890997905
0.1362725450901803,27022.10047202448
0.1372745490981964,17405.745779214754
0.1382765531062124,11959.732173159067
0.1392785571142284,8760.584848069175
0.1402805611222445,24605.525792995893
0.1412825651302605,11137.649004735733
0.1422845691382765,25277.73703551651
0.1432865731462925,16647.88648677979
0.1442885771543086,24204.225809269243
0.1452905811623246,16959.510053413964
0.1462925851703406,18791.033154013472
0.1472945891783567,14098.647120362077
0.1482965931863727,21979.29458606719
0.1492985971943887,8150.85245468524
0.1503006012024048,10396.61873468038
0.1513026052104208,12660.344922573702
0.1523046092184368,15917.343660322796
0.1533066132264529,22111.648074530895
0.1543086172344689,7632.67316327009
0.1553106212424849,16347.05426704725
0.156312625250501,16042.1157812028
0.157314629258517,24239.88965820965
0.158316633266533,12196.682140119909
0.1593186372745491,11333.620372269464
0.1603206412825651,18317.63356188547
0.1613226452905811,23231.41825320403
0.1623246492985972,19277.92088692032
0.1633266533066132,12009.557751409377
0.1643286573146292,27831.697414490107
0.1653306613226453,1324.258389678263
0.1663326653306613,14982.312256362096
0.1673346693386773,14037.99629102674
0.1683366733466933,28864.160137037183
0.1693386773547094,3996.393229010579
0.1703406813627254,7389.502154092684
0.1713426853707414,11948.062069951431
0.1723446893787575,24774.948851986414
0.1733466933867735,25063.40205103767
0.1743486973947895,23422.46114437996
0.1753507014028056,23077.080643091515
0.1763527054108216,18390.99935001677
0.1773547094188376,11991.590147779843
0.1783567134268537,14939.80021414381
0.1793587174348697,12593.781681393682
0.1803607214428857,39466.46426666573
0.1813627254509018,38744.67565873655
0.1823647294589178,21923.697647645757
0.1833667334669338,14920.605948236993
0.1843687374749499,3716.516777691874
0.1853707414829659,35394.931513608266
0.1863727454909819,14281.83393017534
0.187374749498998,13041.662775890924
0.188376753507014,12455.172692714274
0.18937875751503,18216.83394885043
0.1903807615230461,37829.4634709505
0.1913827655310621,30599.42837619826
0.1923847695390781,39948.30512025436
0.1933867735470941,36627.98155677893
0.1943887775551102,33233.64456149326
0.1953907815631262,13421.19700333681
0.1963927855711422,30674.59266346313
0.1973947895791583,24115.43022757803
0.1983967935871743,18735.38749562823
0.1993987975951903,8682.354679130382
0.2004008016032064,21884.473812424
0.2014028056112224,42300.661546218806
0.2024048096192384,28039.980763989777
0.2034068136272545,5843.409797160271
0.2044088176352705,23704.43574026461
0.2054108216432865,11867.178368078328
0.2064128256513026,25993.180531853188
0.2074148296593186,21097.364283020077
0.2084168336673346,14929.180493294114
0.2094188376753507,20348.75854685325
0.2104208416833667,11768.09293272088
0.2114228456913827,23479.410524276693
0.2124248496993988,9577.55381735462
0.2134268537074148,13294.06788922884
0.2144288577154308,20694.46205452219
0.2154308617234469,6612.578930001158
0.2164328657314629,37648.78335180777
0.2174348697394789,30060.24461477233
0.2184368737474949,34215.27691570672
0.219438877755511,18261.772594207043
0.220440881763527,34794.94771505427
0.221442885771543,15276.690824802325
0.2224448897795591,14949.21720142106
0.2234468937875751,16920.65387883923
0.2244488977955911,17606.71273199101
0.2254509018036072,19826.053415955776
0.2264529058116232,12445.410748224747
0.2274549098196392,31708.074578770324
0.2284569138276553,60852.69852993698
0.2294589178356713,28421.75820578661
0.2304609218436873,34474.09018363332
0.2314629258517034,22653.866900957026
0.2324649298597194,15434.578916138293
0.2334669338677354,38469.786817962
0.2344689378757515,16610.383617667114
0.2354709418837675,5514.762808140044
0.2364729458917835,17390.73995001517
0.2374749498997996,41435.52976997337
0.2384769539078156,23829.29941445393
0.2394789579158316,8675.998813286677
0.2404809619238476,48050.25756346968
0.2414829659318637,17137.68861569618
0.2424849699398797,12698.17945717652
0.2434869739478957,14924.738483904914
0.2444889779559118,25098.024215508696
0.2454909819639278,22605.02413473549
0.2464929859719438,17291.826954390883
0.2474949899799599,11954.654338590355
0.2484969939879759,37419.88187998382
0.2494989979959919,34464.804397398555
0.250501002004008,13525.835925333757
0.251503006012024,7763.788244580557
0.25250501002004,11327.890983505731
0.2535070140280561,58885.10314419534
0.2545090180360721,29495.77222647653
0.2555110220440881,15555.900948581337
0.2565130260521042,37132.93209253627
0.2575150300601202,4443.3000068553365
0.2585170340681362,19397.826445606264
0.2595190380761523,18667.860401416303
0.2605210420841683,16766.656191468912
0.2615230460921843,12013.30946120265
0.2625250501002004,8215.082364667602
0.2635270541082164,43915.35907967501
0.2645290581162324,37491.60987019188
0.2655310621242485,20628.735606029677
0.2665330661322645,53086.3895117549
0.2675350701402805,31440.381160364
0.2685370741482966,37283.12611519213
0.2695390781563126,31957.83324888872
0.2705410821643286,35625.699119144425
0.2715430861723447,39700.13934589062
0.2725450901803607,42165.54545060437
0.2735470941883767,51155.91464832683
0.2745490981963928,24498.62586565347
0.2755511022044088,33951.40213342715
0.2765531062124248,18709.70367368472
0.2775551102204409,16774.43665931124
0.2785571142284569,27295.99829351771
0.2795591182364729,20318.410101544738
0.280561122244489,25472.95491263564
0.281563126252505,13158.2023303135
0.282565130260521,6529.930200512824
0.283567134268537,39856.28313619128
0.284569138276553,18615.28709506578
0.2855711422845691,24383.12190683385
0.2865731462925851,53380.53493426088
0.2875751503006011,22654.792637595536
0.2885771543086172,30705.289737358296
0.2895791583166332,17033.394217651265
0.2905811623246492,27312.232982625264
0.2915831663326653,41868.15169984901
0.2925851703406813,59533.9656293959
0.2935871743486973,8437.918674979663
0.2945891783567134,43329.772330813146
0.2955911823647294,35292.99707090832
0.2965931863727454,40270.35457701491
0.2975951903807615,30453.348940060925
0.2985971943887775,32028.75904828596
0.2995991983967935,18354.051708692477
0.3006012024048096,17189.283135167014
0.3016032064128256,31871.31455320156
0.3026052104208416,35344.19112676028
0.3036072144288577,19875.981155186502
0.3046092184368737,34964.51800583991
0.3056112224448897,33791.34251417653
0.3066132264529058,9447.071672216003
0.3076152304609218,19336.61977697076
0.3086172344689378,57997.57932619702
0.3096192384769539,32280.77529880556
0.3106212424849699,40915.31107330231
0.3116232464929859,6298.133720243084
0.312625250501002,52542.65779541757
0.313627254509018,15702.15288702067
0.314629258517034,8689.268775954917
0.3156312625250501,34967.00526087141
0.3166332665330661,62623.82273308937
0.3176352705410821,28955.50912729496
0.3186372745490982,23683.4877661554
0.3196392785571142,21552.16457542282
0.3206412825651302,34291.20804248123
0.3216432865731463,15422.784143288838
0.3226452905811623,20269.99761644252
0.3236472945891783,64133.63673883932
0.3246492985971944,25889.459667620275
0.3256513026052104,50753.537125914525
0.3266533066132264,22842.74052024617
0.3276553106212425,16825.485765993777
0.3286573146292585,33681.5825344978
0.3296593186372745,43107.94684519202
0.3306613226452906,24680.369053407278
0.3316633266533066,56346.66085094251
0.3326653306613226,23621.594401608112
0.3336673346693386,50037.38210482995
0.3346693386773546,27411.316305053155
0.3356713426853707,29942.88716268402
0.3366733466933867,42448.770659926944
0.3376753507014027,35238.30904729
0.3386773547094188,53339.7948218945
0.3396793587174348,52735.29026699201
0.3406813627254508,18282.928674342595
0.3416833667334669,18977.14979283012
0.3426853707414829,10371.210110863754
0.3436873747494989,20937.54478293833
0.344689378757515,27784.07009249421
0.345691382765531,67967.3040633903
0.346693386773547,13521.810137787295
0.3476953907815631,5693.708736808568
0.3486973947895791,52560.38361958545
0.3496993987975951,14278.489823943271
0.3507014028056112,47011.422975471774
0.3517034068136272,24602.527924961527
0.3527054108216432,16846.664178700867
0.3537074148296593,21147.100621771497
0.3547094188376753,25429.15175775159
0.3557114228456913,37910.36568504677
0.3567134268537074,43127.0503627429
0.3577154308617234,33319.64528465873
0.3587174348697394,21429.18811724765
0.3597194388777555,20340.19276734233
0.3607214428857715,21455.041668281126
0.3617234468937875,13573.21409277991
0.3627254509018036,45178.90227297383
0.3637274549098196,37744.36799173363
0.3647294589178356,41395.07214413414
0.3657314629258517,13516.199227283802
0.3667334669338677,24897.192140624007
0.3677354709418837,33557.88388986274
0.3687374749498998,39679.317673063146
0.3697394789579158,31463.383796387126
0.3707414829659318,13409.363478117271
0.3717434869739479,49626.82884948684
0.3727454909819639,28039.990212451063
0.3737474949899799,37144.39493907706
0.374749498997996,28735.85388471682
0.375751503006012,42603.2960169157
0.376753507014028,13596.931062573414
0.3777555110220441,45140.04452354195
0.3787575150300601,40132.92705976681
0.3797595190380761,45287.050578435854
0.3807615230460922,43557.38237341941
0.3817635270541082,43154.08529079404
0.3827655310621242,31171.97802766888
0.3837675350701403,29434.266562941528
0.3847695390781562,36514.73986651567
0.3857715430861723,37943.457183036175
0.3867735470941883,71332.61049778824
0.3877755511022043,30512.579175903145
0.3887775551102204,10900.85559296577
0.3897795591182364,21786.172184543517
0.3907815631262524,38289.93516713842
0.3917835671342685,10596.42063700569
0.3927855711422845,31096.985886627488
0.3937875751503005,30472.24571699956
0.3947895791583166,48692.17549285589
0.3957915831663326,34110.316739056354
0.3967935871743486,23259.17815699973
0.3977955911823647,13004.709619184105
0.3987975951903807,42957.51988001466
0.3997995991983967,47742.08345272031
0.4008016032064128,20153.00320374665
0.4018036072144288,38314.59698980882
0.4028056112224448,13218.654951231963
0.4038076152304609,15035.160229191635
0.4048096192384769,13875.692598255877
0.4058116232464929,31216.88588444522
0.406813627254509,28849.572993481816
0.407815631262525,65110.96022405575
0.408817635270541,3744.513596242402
0.4098196392785571,14317.841644305983
0.4108216432865731,30882.032350857982
0.4118236472945891,21258.35399014746
0.4128256513026052,17850.718744484042
0.4138276553106212,45189.375496618
0.4148296593186372,23619.819635179185
0.4158316633266533,19881.41196339056
0.4168336673346693,46915.69952323945
0.4178356713426853,37819.31207012972
0.4188376753507014,15729.55330009628
0.4198396793587174,40454.51750628874
0.4208416833667334,38764.47377617167
0.4218436873747495,48275.89398840769
0.4228456913827655,37049.84045875724
0.4238476953907815,50568.75243853461
0.4248496993987976,9875.837073961393
0.4258517034068136,25137.9234312724
0.4268537074148296,38991.2485851474
0.4278557114228457,59739.842984688665
0.4288577154308617,19566.14563937735
0.4298597194388777,21605.70203845055
0.4308617234468938,3510.418283070659
0.4318637274549098,50444.4257367255
0.4328657314629258,42718.4195225529
0.4338677354709419,41139.11390914255
0.4348697394789579,17708.331715373184
0.4358717434869739,28858.61039278832
0.4368737474949899,52793.465226018845
0.4378757515030059,8342.881270390584
0.438877755511022,41518.116348026415
0.439879759519038,39185.09338275139
0.440881763527054,11228.061114670902
0.4418837675350701,23515.57795933264
0.4428857715430861,51979.79557459128
0.4438877755511021,40777.92054608164
0.4448897795591182,67367.46844394026
0.4458917835671342,59180.853853248096
0.4468937875751502,15297.973079223782
0.4478957915831663,6940.793210992084
0.4488977955911823,44579.06343533371
0.4498997995991983,32084.150290737554
0.4509018036072144,19574.48755691421
0.4519038076152304,16401.391323693842
0.4529058116232464,23369.09454101773
0.4539078156312625,13559.353463400856
0.4549098196392785,47636.97649029885
0.4559118236472945,33631.104023822554
0.4569138276553106,31354.78709677333
0.4579158316633266,26833.716340941428
0.4589178356713426,23818.678618475325
0.4599198396793587,31915.09874210964
0.4609218436873747,17725.426717159666
0.4619238476953907,50681.3268028926
0.4629258517034068,35872.285243440645
0.4639278557114228,20676.531079160195
0.4649298597194388,48708.823151857134
0.4659318637274549,65608.82672737571
0.4669338677354709,27201.2364579818
0.4679358717434869,14852.208146450716
0.468937875751503,15719.350202148386
0.469939879759519,16167.543885880064
0.470941883767535,41330.81673698132
0.4719438877755511,31686.476650160206
0.4729458917835671,6841.624751558064
0.4739478957915831,36829.05411738031
0.4749498997995992,13870.804552601516
0.4759519038076152,31296.01397817161
0.4769539078156312,38492.69913036126
0.4779559118236473,33383.52530283892
0.4789579158316633,30466.590348171907
0.4799599198396793,29484.11232733526
0.4809619238476953,27082.64158417584
0.4819639278557114,12352.00817741542
0.4829659318637274,22247.59999809838
0.4839679358717434,24359.00701051825
0.4849699398797595,49705.87532549808
0.4859719438877755,18974.91593883784
0.4869739478957915,43272.24589218904
0.4879759519038075,27082.5823967327
0.4889779559118236,44268.3790335951
0.4899799599198396,41920.77705604253
0.4909819639278556,35938.485392142706
0.4919839679358717,19984.185378316757
0.4929859719438877,46552.578469145454
0.4939879759519037,45678.46085420238
0.4949899799599198,11794.251402223335
0.4959919839679358,34116.18063597212
0.4969939879759518,40653.52425836879
0.4979959919839679,59926.15806446889
0.4989979959919839,21965.02597419208
0.5,21956.855896763933
